image_path,edge_id,border_id,border_point_id,global_point_id,x_px,y_px,x_mm,y_mm,distance_to_bottom_mm
data/images\Multimedia_37.jpg,1,1,1,1,715.0,1104.300048828125,456.5790710449219,621.9927978515625,144.4844970703125
data/images\Multimedia_37.jpg,1,1,2,2,797.5,1099.5999755859375,512.8338623046875,612.6226196289062,153.85467529296875
data/images\Multimedia_37.jpg,1,1,3,3,880.0,1097.8499755859375,569.1613159179688,605.2491455078125,161.2281494140625
data/images\Multimedia_37.jpg,1,1,4,4,962.5,1100.949951171875,625.6083374023438,601.1582641601562,165.31903076171875
data/images\Multimedia_37.jpg,1,1,5,5,1045.0,1112.25,682.2573852539062,602.6174926757812,163.85980224609375
data/images\Multimedia_37.jpg,1,2,1,6,715.0,1109.699951171875,456.712158203125,625.6475830078125,140.8297119140625
data/images\Multimedia_37.jpg,1,2,2,7,797.5,1110.4000244140625,513.0999755859375,619.932373046875,146.544921875
data/images\Multimedia_37.jpg,1,2,3,8,880.0,1113.1500244140625,569.5383911132812,615.6046752929688,150.87261962890625
data/images\Multimedia_37.jpg,1,2,4,9,962.5,1118.050048828125,626.0297241210938,612.7321166992188,153.74517822265625
data/images\Multimedia_37.jpg,1,2,5,10,1045.0,1116.75,682.3682861328125,605.6632080078125,160.8140869140625
data/images\Multimedia_37.jpg,2,1,1,1,235.0,758.4500122070312,120.08206176757812,423.9198913574219,342.5574035644531
data/images\Multimedia_37.jpg,2,1,2,2,322.0,758.4500122070312,179.5274200439453,417.393310546875,349.083984375
data/images\Multimedia_37.jpg,2,1,3,3,409.0,758.4500122070312,238.97279357910156,410.86669921875,355.610595703125
data/images\Multimedia_37.jpg,2,1,4,4,496.0,758.4500122070312,298.41815185546875,404.340087890625,362.13720703125
data/images\Multimedia_37.jpg,2,1,5,5,583.0,758.4500122070312,357.863525390625,397.8135070800781,368.6637878417969
data/images\Multimedia_37.jpg,2,2,1,6,235.0,784.5499877929688,120.72522735595703,441.58514404296875,324.89215087890625
data/images\Multimedia_37.jpg,2,2,2,7,322.0,784.5499877929688,180.17059326171875,435.05853271484375,331.41876220703125
data/images\Multimedia_37.jpg,2,2,3,8,409.0,784.5499877929688,239.61595153808594,428.5319519042969,337.9453430175781
data/images\Multimedia_37.jpg,2,2,4,9,496.0,784.5499877929688,299.0613098144531,422.0053405761719,344.4719543457031
data/images\Multimedia_37.jpg,2,2,5,10,583.0,784.5499877929688,358.5066833496094,415.4787292480469,350.9985656738281
