image_path,edge_id,border_id,border_point_id,global_point_id,x_px,y_px,x_mm,y_mm,distance_to_bottom_mm
data/images\Multimedia_44.jpg,1,1,1,1,220.0,876.4000244140625,164.87501525878906,536.581298828125,134.24371337890625
data/images\Multimedia_44.jpg,1,1,2,2,304.75,867.9000244140625,259.7990417480469,504.68341064453125,166.1416015625
data/images\Multimedia_44.jpg,1,1,3,3,389.5,870.7999877929688,354.57757568359375,481.1228942871094,189.70211791992188
data/images\Multimedia_44.jpg,1,1,4,4,474.25,871.7000122070312,449.3816223144531,456.0997314453125,214.72528076171875
data/images\Multimedia_44.jpg,1,1,5,5,559.0,871.1500244140625,544.2041625976562,430.01611328125,240.80889892578125
data/images\Multimedia_44.jpg,1,2,1,6,220.0,883.5999755859375,164.7831268310547,541.846923828125,128.97808837890625
data/images\Multimedia_44.jpg,1,2,2,7,304.75,884.0999755859375,259.59228515625,516.53125,154.29376220703125
data/images\Multimedia_44.jpg,1,2,3,8,389.5,885.2000122070312,354.393798828125,491.65435791015625,179.170654296875
data/images\Multimedia_44.jpg,1,2,4,9,474.25,884.2999877929688,449.2208251953125,465.3147277832031,205.51028442382812
data/images\Multimedia_44.jpg,1,2,5,10,559.0,873.8499755859375,544.1697387695312,431.99072265625,238.83428955078125
data/images\Multimedia_44.jpg,2,1,1,1,705.0,875.1500244140625,707.4932250976562,388.6997985839844,282.1252136230469
data/images\Multimedia_44.jpg,2,1,2,2,786.75,869.2999877929688,799.027099609375,359.6490783691406,311.1759338378906
data/images\Multimedia_44.jpg,2,1,3,3,868.5,860.5499877929688,890.5980224609375,328.4774475097656,342.3475646972656
data/images\Multimedia_44.jpg,2,1,4,4,950.25,857.7000122070312,982.0936279296875,301.62078857421875,369.2042236328125
data/images\Multimedia_44.jpg,2,1,5,5,1032.0,855.4500122070312,1073.58154296875,275.20294189453125,395.6220703125
data/images\Multimedia_44.jpg,2,2,1,6,705.0,877.8499755859375,707.458740234375,390.6744079589844,280.1506042480469
data/images\Multimedia_44.jpg,2,2,2,7,786.75,874.7000122070312,798.9581909179688,363.598388671875,307.22662353515625
data/images\Multimedia_44.jpg,2,2,3,8,868.5,870.4500122070312,890.4716796875,335.71783447265625,335.107177734375
data/images\Multimedia_44.jpg,2,2,4,9,950.25,870.2999877929688,981.9328002929688,310.8357849121094,359.9892272949219
data/images\Multimedia_44.jpg,2,2,5,10,1032.0,863.5499877929688,1073.4781494140625,281.1268615722656,389.6981506347656
