image_name,gap_id,gap_index,orientation,sample_id,distance_mm,used_in_trimmed_mean,point_a_x_px,point_a_y_px,point_b_x_px,point_b_y_px
Multimedia_40.jpg,1,1,vertical,3,5.999969482421875,True,226.00003051757812,522.0,232.0,522.0
Multimedia_40.jpg,1,1,vertical,4,7.047614688053727,True,227.00001525878906,548.3333129882812,234.0476299468428,548.3333129882812
Multimedia_40.jpg,1,1,vertical,5,7.9999847412109375,True,227.00001525878906,574.6666870117188,235.0,574.6666870117188
Multimedia_40.jpg,1,1,vertical,6,8.999969482421875,True,226.00003051757812,601.0,235.0,601.0
Multimedia_40.jpg,1,1,vertical,7,8.999969482421875,True,226.00003051757812,627.3333740234375,235.0,627.3333740234375
Multimedia_40.jpg,1,1,vertical,8,10.0,True,226.00003051757812,653.6666870117188,236.00003051757812,653.6666870117188
Multimedia_40.jpg,1,1,vertical,9,9.571441650390625,True,227.57142639160156,680.0,237.1428680419922,680.0
Multimedia_41.jpg,0,0,vertical,0,13.71429443359375,False,214.57142639160156,104.0,228.2857208251953,104.0
Multimedia_41.jpg,0,0,vertical,1,13.063505142461509,True,214.0,129.55555725097656,227.0635051424615,129.55555725097656
Multimedia_41.jpg,0,0,vertical,2,12.000030517578125,True,214.0,155.11111450195312,226.00003051757812,155.11111450195312
Multimedia_41.jpg,0,0,vertical,3,10.999984741210938,True,213.00001525878906,180.66665649414062,224.0,180.66665649414062
Multimedia_41.jpg,0,0,vertical,4,10.96825057733804,True,212.00001525878906,206.22222900390625,222.9682658361271,206.22222900390625
Multimedia_41.jpg,0,0,vertical,5,10.539676968939602,True,210.4603230310604,231.77777099609375,221.0,231.77777099609375
Multimedia_41.jpg,0,0,vertical,6,10.238101051189005,True,210.761898948811,257.33331298828125,221.0,257.33331298828125
Multimedia_41.jpg,0,0,vertical,7,9.000015258789062,False,211.0,282.8888854980469,220.00001525878906,282.8888854980469
Multimedia_41.jpg,0,0,vertical,8,9.412704952061176,True,210.93650793656707,308.4444580078125,220.34921288862824,308.4444580078125
Multimedia_41.jpg,0,0,vertical,9,11.571426391601562,True,209.57142639160156,334.0,221.14285278320312,334.0
Multimedia_41.jpg,1,1,vertical,0,14.571441650390625,False,214.2857208251953,431.0,228.85716247558594,431.0
Multimedia_41.jpg,1,1,vertical,1,5.0000152587890625,False,214.0,456.8888854980469,219.00001525878906,456.8888854980469
Multimedia_41.jpg,1,1,vertical,2,5.4603196401149035,True,214.53969561867416,482.77777099609375,220.00001525878906,482.77777099609375
Multimedia_41.jpg,1,1,vertical,3,5.999969482421875,True,215.00003051757812,508.66668701171875,221.0,508.66668701171875
Multimedia_41.jpg,1,1,vertical,4,7.0,True,216.00001525878906,534.5555419921875,223.00001525878906,534.5555419921875
Multimedia_41.jpg,1,1,vertical,5,8.999984741210938,True,216.00001525878906,560.4444580078125,225.0,560.4444580078125
Multimedia_41.jpg,1,1,vertical,6,8.999969482421875,True,215.00003051757812,586.3333740234375,224.0,586.3333740234375
Multimedia_41.jpg,1,1,vertical,7,10.0,True,214.0,612.2222290039062,224.0,612.2222290039062
Multimedia_41.jpg,1,1,vertical,8,9.999969482421875,True,215.00003051757812,638.111083984375,225.0,638.111083984375
Multimedia_41.jpg,1,1,vertical,9,9.85711669921875,True,215.57144165039062,664.0,225.42855834960938,664.0
Multimedia_41.jpg,2,2,horizontal,0,0.857177734375,False,119.0,567.5714111328125,119.0,568.4285888671875
Multimedia_41.jpg,2,2,horizontal,1,10.619110591709614,True,130.77777099609375,567.0,130.77777099609375,577.6191105917096
Multimedia_41.jpg,2,2,horizontal,2,17.93655758816749,False,142.55555725097656,566.0,142.55555725097656,583.9365575881675
Multimedia_41.jpg,2,2,horizontal,3,17.095278785564005,True,154.3333282470703,566.0,154.3333282470703,583.095278785564
Multimedia_41.jpg,2,2,horizontal,4,13.984085325151682,True,166.11111450195312,565.71435546875,166.11111450195312,579.6984407939017
Multimedia_41.jpg,2,2,horizontal,5,4.00006103515625,True,177.88888549804688,566.0,177.88888549804688,570.0000610351562
Multimedia_41.jpg,2,2,horizontal,6,3.0,True,189.66665649414062,566.0,189.66665649414062,569.0
Multimedia_41.jpg,2,2,horizontal,7,3.0,True,201.44444274902344,566.0,201.44444274902344,569.0
Multimedia_41.jpg,2,2,horizontal,8,3.0,True,213.22222900390625,566.0,213.22222900390625,569.0
Multimedia_41.jpg,2,2,horizontal,9,1.28570556640625,True,225.0,565.857177734375,225.0,567.1428833007812
Multimedia_41.jpg,3,3,vertical,0,1.1428680419921875,False,160.57144165039062,533.0,161.7143096923828,533.0
Multimedia_41.jpg,3,3,vertical,1,8.74603271484375,True,153.25396728515625,541.888916015625,162.0,541.888916015625
Multimedia_41.jpg,3,3,vertical,2,8.999984741210938,True,153.00001525878906,550.7777709960938,162.0,550.7777709960938
Multimedia_41.jpg,3,3,vertical,3,15.523796444758773,True,146.47620355524123,559.6666870117188,162.0,559.6666870117188
Multimedia_41.jpg,3,3,vertical,4,16.50793432816863,True,146.00001525878906,568.5555419921875,162.5079495869577,568.5555419921875
Multimedia_41.jpg,3,3,vertical,5,16.650802370160818,False,146.34921288862824,577.4444580078125,163.00001525878906,577.4444580078125
Multimedia_41.jpg,3,3,vertical,6,16.000015258789062,True,147.0,586.3333129882812,163.00001525878906,586.3333129882812
Multimedia_41.jpg,3,3,vertical,7,16.000015258789062,True,147.0,595.2222290039062,163.00001525878906,595.2222290039062
Multimedia_41.jpg,3,3,vertical,8,16.12699769064784,True,147.17459179088473,604.111083984375,163.30158948153257,604.111083984375
Multimedia_41.jpg,3,3,vertical,9,5.857147216796875,True,157.57142639160156,613.0,163.42857360839844,613.0
Multimedia_42.jpg,0,0,vertical,0,4.8571624755859375,True,241.57144165039062,128.0,246.42860412597656,128.0
Multimedia_42.jpg,0,0,vertical,1,6.0000152587890625,False,241.00001525878906,135.77777099609375,247.00003051757812,135.77777099609375
Multimedia_42.jpg,0,0,vertical,2,5.000030517578125,True,242.0,143.55555725097656,247.00003051757812,143.55555725097656
Multimedia_42.jpg,0,0,vertical,3,4.0,True,243.00003051757812,151.3333282470703,247.00003051757812,151.3333282470703
Multimedia_42.jpg,0,0,vertical,4,4.0,True,243.00003051757812,159.11111450195312,247.00003051757812,159.11111450195312
