image_path,edge_id,border_id,border_point_id,global_point_id,x_px,y_px,x_mm,y_mm,distance_to_bottom_mm
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,1,1,1,1,845.25,802.0,514.732421875,508.9705810546875,357.1007080078125
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,1,1,2,2,831.4000244140625,893.25,501.4260559082031,579.2783813476562,286.79290771484375
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,1,1,3,3,816.5999755859375,984.5,487.429443359375,649.6593627929688,216.41192626953125
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,1,1,4,4,802.75,1075.75,474.1230773925781,719.9671630859375,146.1041259765625
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,1,1,5,5,788.9000244140625,1167.0,460.81671142578125,790.27490234375,75.79638671875
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,1,2,1,6,849.75,802.0,518.0016479492188,508.62359619140625,357.44769287109375
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,1,2,2,7,838.5999755859375,893.25,506.65673828125,578.72314453125,287.34814453125
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,1,2,3,8,827.4000244140625,984.5,495.2756042480469,648.8265991210938,217.24468994140625
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,1,2,4,9,816.25,1075.75,483.93072509765625,718.9262084960938,147.14508056640625
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,1,2,5,10,805.0999755859375,1167.0,472.5858154296875,789.0257568359375,77.0455322265625
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,2,1,1,1,724.8499755859375,200.0,448.6675720214844,61.461387634277344,804.6099243164062
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,2,1,2,2,747.7000122070312,288.75,462.1123352050781,127.04228973388672,739.0289916992188
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,2,1,3,3,771.5,377.5,476.2472229003906,192.54994201660156,673.5213623046875
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,2,1,4,4,795.2999877929688,466.25,490.3821105957031,258.0575866699219,608.013671875
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,2,1,5,5,819.1500244140625,555.0,504.5533447265625,323.5613708496094,542.5098876953125
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,2,2,1,6,740.1500244140625,200.0,459.7829284667969,60.28162384033203,805.7896728515625
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,2,2,2,7,760.2999877929688,288.75,471.26611328125,126.07072448730469,740.0005493164062
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,2,2,3,8,780.5,377.5,482.78564453125,191.85595703125,674.21533203125
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,2,2,4,9,800.7000122070312,466.25,494.30517578125,257.6412048339844,608.4300537109375
C:\Users\ruizm\Escritorio\VA_RetoMichelin\models\Pablo\challenge\Foto2.jpg,2,2,5,10,821.8499755859375,555.0,506.51483154296875,323.3531799316406,542.7181396484375
