image_name,gap_id,gap_index,orientation,boundary,sample_id,point_a_x_px,point_a_y_px,point_b_x_px,point_b_y_px,distance_px,distance_mm,used_in_trimmed_mean
Multimedia_35.jpg,0,0,horizontal,B,7,252.5,606.0,252.5,595.0,11.0,194.0,True
Multimedia_35.jpg,0,0,horizontal,B,8,313.75,602.0000610351562,313.75,593.0,9.00006103515625,197.99993896484375,True
Multimedia_35.jpg,0,0,horizontal,B,9,375.0,599.4285888671875,375.0,589.5714111328125,9.857177734375,200.5714111328125,True
Multimedia_35.jpg,1,1,horizontal,A,0,476.0,596.0,476.0,616.0,20.0,204.0,True
Multimedia_35.jpg,1,1,horizontal,A,1,535.25,602.0000610351562,535.25,610.6786346435547,8.678573608398438,197.99993896484375,True
Multimedia_35.jpg,1,1,horizontal,A,2,594.5,595.3571472167969,594.5,606.0,10.642852783203125,204.64285278320312,True
Multimedia_35.jpg,1,1,horizontal,A,3,653.75,593.0,653.75,605.0000610351562,12.00006103515625,207.0,True
Multimedia_35.jpg,1,1,horizontal,A,4,713.0,588.5714111328125,713.0,601.4285888671875,12.857177734375,211.4285888671875,False
Multimedia_35.jpg,1,1,horizontal,B,5,476.0,616.0,476.0,596.0,20.0,184.0,False
Multimedia_35.jpg,1,1,horizontal,B,6,535.25,610.6786346435547,535.25,602.0000610351562,8.678573608398438,189.3213653564453,True
Multimedia_35.jpg,1,1,horizontal,B,7,594.5,606.0,594.5,595.3571472167969,10.642852783203125,194.0,True
Multimedia_35.jpg,1,1,horizontal,B,8,653.75,605.0000610351562,653.75,593.0,12.00006103515625,194.99993896484375,True
Multimedia_35.jpg,1,1,horizontal,B,9,713.0,601.4285888671875,713.0,588.5714111328125,12.857177734375,198.5714111328125,True
Multimedia_36.jpg,0,0,horizontal,A,0,130.0,596.5714721679688,130.0,610.4285888671875,13.85711669921875,203.42852783203125,True
Multimedia_36.jpg,0,0,horizontal,A,1,191.25,596.0,191.25,607.1071624755859,11.107162475585938,204.0,True
Multimedia_36.jpg,0,0,horizontal,A,2,252.5,595.0,252.5,606.0,11.0,205.0,True
Multimedia_36.jpg,0,0,horizontal,A,3,313.75,593.0,313.75,602.0000610351562,9.00006103515625,207.0,True
Multimedia_36.jpg,0,0,horizontal,A,4,375.0,589.5714111328125,375.0,599.4285888671875,9.857177734375,210.4285888671875,False
Multimedia_36.jpg,0,0,horizontal,B,5,130.0,610.4285888671875,130.0,596.5714721679688,13.85711669921875,189.5714111328125,False
Multimedia_36.jpg,0,0,horizontal,B,6,191.25,607.1071624755859,191.25,596.0,11.107162475585938,192.89283752441406,True
Multimedia_36.jpg,0,0,horizontal,B,7,252.5,606.0,252.5,595.0,11.0,194.0,True
Multimedia_36.jpg,0,0,horizontal,B,8,313.75,602.0000610351562,313.75,593.0,9.00006103515625,197.99993896484375,True
Multimedia_36.jpg,0,0,horizontal,B,9,375.0,599.4285888671875,375.0,589.5714111328125,9.857177734375,200.5714111328125,True
Multimedia_36.jpg,1,1,horizontal,A,0,476.0,596.0,476.0,616.0,20.0,204.0,True
Multimedia_36.jpg,1,1,horizontal,A,1,535.25,602.0000610351562,535.25,610.6786346435547,8.678573608398438,197.99993896484375,True
Multimedia_36.jpg,1,1,horizontal,A,2,594.5,595.3571472167969,594.5,606.0,10.642852783203125,204.64285278320312,True
Multimedia_36.jpg,1,1,horizontal,A,3,653.75,593.0,653.75,605.0000610351562,12.00006103515625,207.0,True
Multimedia_36.jpg,1,1,horizontal,A,4,713.0,588.5714111328125,713.0,601.4285888671875,12.857177734375,211.4285888671875,False
Multimedia_36.jpg,1,1,horizontal,B,5,476.0,616.0,476.0,596.0,20.0,184.0,False
Multimedia_36.jpg,1,1,horizontal,B,6,535.25,610.6786346435547,535.25,602.0000610351562,8.678573608398438,189.3213653564453,True
Multimedia_36.jpg,1,1,horizontal,B,7,594.5,606.0,594.5,595.3571472167969,10.642852783203125,194.0,True
Multimedia_36.jpg,1,1,horizontal,B,8,653.75,605.0000610351562,653.75,593.0,12.00006103515625,194.99993896484375,True
Multimedia_36.jpg,1,1,horizontal,B,9,713.0,601.4285888671875,713.0,588.5714111328125,12.857177734375,198.5714111328125,True
Multimedia_37.jpg,0,0,horizontal,A,0,123.0,606.5714111328125,123.0,618.4286499023438,11.85723876953125,193.4285888671875,True
Multimedia_37.jpg,0,0,horizontal,A,1,181.0,604.7142944335938,181.0,614.0,9.28570556640625,195.28570556640625,True
