image_path,edge_id,border_id,border_point_id,global_point_id,x_px,y_px,x_mm,y_mm,distance_to_bottom_mm
data/images\Multimedia_42.jpg,1,1,1,1,442.1000061035156,947.0,-325.9570617675781,601.3046264648438,283.76568603515625
data/images\Multimedia_42.jpg,1,1,2,2,439.3999938964844,995.25,-358.9582824707031,634.6052856445312,250.46502685546875
data/images\Multimedia_42.jpg,1,1,3,3,438.45001220703125,1043.5,-390.7801208496094,667.8700561523438,217.20025634765625
data/images\Multimedia_42.jpg,1,1,4,4,437.70001220703125,1091.75,-422.4671630859375,701.1307373046875,183.9395751953125
data/images\Multimedia_42.jpg,1,1,5,5,437.25,1140.0,-453.9520568847656,734.38525390625,150.68505859375
data/images\Multimedia_42.jpg,1,2,1,6,443.8999938964844,947.0,-324.7439880371094,601.2677612304688,283.80255126953125
data/images\Multimedia_42.jpg,1,2,2,7,446.6000061035156,995.25,-354.10601806640625,634.457763671875,250.612548828125
data/images\Multimedia_42.jpg,1,2,3,8,446.54998779296875,1043.5,-385.32135009765625,667.7041015625,217.3662109375
data/images\Multimedia_42.jpg,1,2,4,9,450.29998779296875,1091.75,-413.9757385253906,700.8726196289062,184.19769287109375
data/images\Multimedia_42.jpg,1,2,5,10,441.75,1140.0,-450.9194030761719,734.2930908203125,150.7772216796875
data/images\Multimedia_42.jpg,2,1,1,1,441.25,251.0,123.26090240478516,121.76271057128906,763.3076171875
data/images\Multimedia_42.jpg,2,1,2,2,437.45001220703125,286.0,98.08121490478516,145.95631408691406,739.114013671875
data/images\Multimedia_42.jpg,2,1,3,3,436.45001220703125,321.0,74.78849792480469,170.0925750732422,714.9777221679688
data/images\Multimedia_42.jpg,2,1,4,4,437.3500061035156,356.0,52.77623748779297,194.18991088867188,690.88037109375
data/images\Multimedia_42.jpg,2,1,5,5,438.1000061035156,391.0,30.662887573242188,218.29031372070312,666.780029296875
data/images\Multimedia_42.jpg,2,2,1,6,445.75,251.0,126.29356384277344,121.6705322265625,763.3997802734375
data/images\Multimedia_42.jpg,2,2,2,7,445.54998779296875,286.0,103.53997802734375,145.7904052734375,739.2799072265625
data/images\Multimedia_42.jpg,2,2,3,8,444.54998779296875,321.0,80.24726104736328,169.92665100097656,715.1436767578125
data/images\Multimedia_42.jpg,2,2,4,9,443.6499938964844,356.0,57.02194595336914,194.0608673095703,691.0094604492188
data/images\Multimedia_42.jpg,2,2,5,10,439.8999938964844,391.0,31.87594223022461,218.25344848632812,666.81689453125
