image_path,edge_id,border_id,border_point_id,global_point_id,x_px,y_px,x_mm,y_mm,distance_to_bottom_mm
data/images\Multimedia_35.jpg,1,1,1,1,1001.25,951.0,674.2986450195312,607.0559692382812,195.76556396484375
data/images\Multimedia_35.jpg,1,1,2,2,993.6500244140625,990.0,668.093505859375,634.7154541015625,168.1060791015625
data/images\Multimedia_35.jpg,1,1,3,3,994.5,1029.0,668.0693359375,662.2008056640625,140.6207275390625
data/images\Multimedia_35.jpg,1,1,4,4,996.4000244140625,1068.0,668.813232421875,689.66455078125,113.156982421875
data/images\Multimedia_35.jpg,1,1,5,5,999.0999755859375,1107.0,670.1422119140625,717.1117553710938,85.70977783203125
data/images\Multimedia_35.jpg,1,2,1,6,1005.75,951.0,677.5902709960938,606.9632568359375,195.8582763671875
data/images\Multimedia_35.jpg,1,2,2,7,1005.3499755859375,990.0,676.6517333984375,634.474365234375,168.34716796875
data/images\Multimedia_35.jpg,1,2,3,8,1003.5,1029.0,674.652587890625,662.015380859375,140.80615234375
data/images\Multimedia_35.jpg,1,2,4,9,1003.5999755859375,1068.0,674.0797729492188,689.5161743164062,113.30535888671875
data/images\Multimedia_35.jpg,1,2,5,10,1000.9000244140625,1107.0,671.4589233398438,717.07470703125,85.746826171875
