image_path,edge_id,border_id,border_point_id,global_point_id,x_px,y_px,x_mm,y_mm,distance_to_bottom_mm
data/images\Multimedia_37.jpg,1,1,1,1,285.0,111.0999984741211,138.29379272460938,-17.976974487304688,840.8518676757812
data/images\Multimedia_37.jpg,1,1,2,2,323.25,106.0,164.30357360839844,-24.298261642456055,847.1731567382812
data/images\Multimedia_37.jpg,1,1,3,3,361.5,105.0,190.41439819335938,-27.844545364379883,850.7194213867188
data/images\Multimedia_37.jpg,1,1,4,4,399.75,107.4000015258789,216.6090087890625,-29.0896053314209,851.9644775390625
data/images\Multimedia_37.jpg,1,1,5,5,438.0,111.0999984741211,242.8356475830078,-29.454790115356445,852.3296508789062
data/images\Multimedia_37.jpg,1,2,1,6,285.0,112.9000015258789,138.33815002441406,-16.758678436279297,839.633544921875
data/images\Multimedia_37.jpg,1,2,2,7,323.25,124.0,164.7471466064453,-12.115320205688477,834.9901733398438
data/images\Multimedia_37.jpg,1,2,3,8,361.5,123.0,190.8579559326172,-15.661603927612305,838.5364990234375
data/images\Multimedia_37.jpg,1,2,4,9,399.75,132.60000610351562,217.22999572753906,-12.03348445892334,834.9083862304688
data/images\Multimedia_37.jpg,1,2,5,10,438.0,112.9000015258789,242.8800048828125,-28.236494064331055,851.1113891601562
data/images\Multimedia_37.jpg,2,1,1,1,714.0,1103.300048828125,455.87115478515625,621.3909301757812,201.48394775390625
data/images\Multimedia_37.jpg,2,1,2,2,796.75,1099.5999755859375,512.3214111328125,612.6788940429688,210.19598388671875
data/images\Multimedia_37.jpg,2,1,3,3,879.5,1097.8499755859375,568.8197021484375,605.28662109375,217.5882568359375
data/images\Multimedia_37.jpg,2,1,4,4,962.25,1100.949951171875,625.4375,601.177001953125,221.6978759765625
data/images\Multimedia_37.jpg,2,1,5,5,1045.0,1110.3499755859375,682.2105712890625,601.3314819335938,221.54339599609375
data/images\Multimedia_37.jpg,2,2,1,6,714.0,1108.699951171875,456.00421142578125,625.0457763671875,197.8291015625
data/images\Multimedia_37.jpg,2,2,2,7,796.75,1110.4000244140625,512.5875244140625,619.9886474609375,202.88623046875
data/images\Multimedia_37.jpg,2,2,3,8,879.5,1113.1500244140625,569.1967163085938,615.6421508789062,207.23272705078125
data/images\Multimedia_37.jpg,2,2,4,9,962.25,1118.050048828125,625.85888671875,612.7509155273438,210.12396240234375
data/images\Multimedia_37.jpg,2,2,5,10,1045.0,1116.6500244140625,682.3658447265625,605.5955200195312,217.27935791015625
